"","id_student","dataplus","dualpane","forumng","glossary","homepage","htmlactivity","oucollaborate","oucontent","ouwiki","page","questionnaire","quiz","repeatactivity","resource","subpage","url","CMA","TMA","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result","date_registration.x","date_unregistration.x","date_registration.y","date_unregistration.y"
"296",491959,NA,NA,2.8,NA,5.52380952380952,1,NA,4.15789473684211,1.66666666666667,2,NA,10.9,NA,1.77777777777778,1.64,1.07142857142857,46,86,"M","West Midlands Region","HE Qualification","20-30%","0-35",0,60,"N","Withdrawn",-52,163,-52,163
"297",492024,NA,NA,3.2375,NA,5.390625,1.33333333333333,NA,6.2032967032967,3,1,NA,15.8548387096774,NA,1.22727272727273,2.02068965517241,1.66666666666667,84.7142857142857,71,"M","Scotland","Lower Than A Level","80-90%","0-35",0,90,"N","Pass",-88,NA,-88,NA
"298",492557,NA,NA,1.28571428571429,NA,2.57142857142857,1,NA,6,NA,NA,NA,NA,NA,1,1.68181818181818,NA,75.5,67.5,"M","North Western Region","Lower Than A Level","10-20","0-35",2,120,"N","Withdrawn",-115,62,-115,62
"299",493793,NA,NA,2.56756756756757,NA,2.79787234042553,1,2,6.92441860465116,1.5,1,1,12.8333333333333,NA,1,1.37037037037037,1.04761904761905,86.1428571428571,78.6,"M","South Region","A Level or Equivalent","40-50%","0-35",0,120,"Y","Pass",-140,NA,-140,NA
"300",494046,5.25,NA,2.38636363636364,NA,3.74545454545455,1,NA,4.8130081300813,5.25,NA,1.5,12.9206349206349,NA,1.025,1.43243243243243,1.125,86,74,"M","Yorkshire Region","Lower Than A Level","50-60%","35-55",2,60,"N","Pass",-85,NA,-85,NA
"301",494184,NA,NA,2.59776536312849,NA,4.17117117117117,1,NA,5.40816326530612,1.5,1,1.5,17.027027027027,NA,1.19230769230769,2.25,1.16666666666667,66.5714285714286,71,"M","Ireland","Lower Than A Level","0-10%","0-35",3,90,"N","Pass",-51,NA,-51,NA
"302",496493,NA,NA,3.94117647058824,NA,4.06666666666667,1.33333333333333,NA,7.93548387096774,2,1,NA,23.3333333333333,NA,1.45833333333333,2.51515151515152,1.09090909090909,NA,66,"F","Scotland","A Level or Equivalent","20-30%","0-35",0,60,"Y","Withdrawn",-92,97,-92,97
"303",497415,NA,NA,3.16883116883117,NA,4.10714285714286,1.6,NA,8.6953125,3,1.16666666666667,1.5,9.94805194805195,NA,2.6551724137931,2.02247191011236,1.4,74.1428571428571,78.6,"M","Ireland","A Level or Equivalent","80-90%","0-35",0,60,"N","Pass",-49,NA,-49,NA
"304",498442,4.5,NA,2.27374301675978,NA,5.48091603053435,1.25,1.41666666666667,5.58415841584158,2.88888888888889,1.25,1.5,23.7314814814815,NA,1.11538461538462,1.92631578947368,1.1875,90.5714285714286,90.4,"M","Ireland","A Level or Equivalent","50-60%","0-35",0,120,"N","Distinction",-10,NA,-10,NA
"305",499244,NA,NA,2.7,NA,2.82051282051282,1.33333333333333,1.33333333333333,4.75,NA,1,NA,6,NA,1.55555555555556,1.37777777777778,1,NA,66,"M","South Region","Lower Than A Level","70-80%","0-35",3,60,"N","Withdrawn",-149,149,-149,149
"306",499404,NA,NA,1.9874213836478,NA,4.11004784688995,1,NA,5.1844262295082,2.66666666666667,1,1.27272727272727,9.15625,NA,1.37037037037037,1.84179104477612,1.81818181818182,74.5714285714286,76,"F","North Western Region","A Level or Equivalent","30-40%","0-35",2,60,"N","Pass",-95,NA,-95,NA
"307",500068,NA,NA,2.60377358490566,NA,6.80769230769231,1,2,5.66896551724138,2.25,1.28571428571429,1.44444444444444,8.38686131386861,NA,1.06153846153846,1.795,1.46428571428571,92.2857142857143,84.8,"M","West Midlands Region","Lower Than A Level","10-20","0-35",0,60,"N","Pass",-156,NA,-156,NA
"308",500618,NA,NA,2.72131147540984,NA,4.63380281690141,1,NA,3.80952380952381,1,1,NA,8.20481927710843,NA,1,1.59223300970874,1.57142857142857,77.7142857142857,82.6,"M","East Anglian Region","A Level or Equivalent","80-90%","0-35",0,120,"Y","Pass",-25,NA,-25,NA
"309",501444,4,NA,2.83613445378151,NA,2.56589147286822,1,1.6,5.43910256410256,3.16,1,1.125,11.4390243902439,NA,1.23076923076923,1.38513513513514,1.23529411764706,86.4285714285714,86.6,"M","South Region","Lower Than A Level","10-20","0-35",0,60,"N","Distinction",-59,NA,-59,NA
"310",501897,NA,1,2,NA,3.11475409836066,1.66666666666667,1,4.93063583815029,2.5,1,1.44444444444444,6.81818181818182,NA,1.17647058823529,1.6036036036036,1.125,NA,71.5,"M","West Midlands Region","A Level or Equivalent","20-30%","0-35",0,150,"N","Withdrawn",-14,202,-14,202
"311",502011,NA,1,3.65094339622642,NA,3.296875,2.66666666666667,3.05882352941176,4.22033898305085,2,1.6,1.2,10.2,NA,1.09302325581395,1.61176470588235,1.04166666666667,87.4285714285714,71.4,"F","East Midlands Region","Lower Than A Level","20-30%","0-35",0,60,"N","Pass",-70,NA,-70,NA
"312",503684,NA,NA,5.66666666666667,NA,3.75,1.5,1,3.84615384615385,NA,NA,NA,1,NA,1.5,2.41666666666667,1.25,NA,68,"M","East Anglian Region","Lower Than A Level","40-50%","35-55",1,180,"N","Withdrawn",-34,12,-34,12
"313",504270,NA,NA,1.66666666666667,NA,3.2,NA,NA,6.7,NA,NA,NA,NA,NA,1.07692307692308,1.66666666666667,NA,NA,51,"M","North Region","A Level or Equivalent","","0-35",1,60,"N","Fail",-93,NA,-93,NA
"314",505773,5.09090909090909,3,3.38996138996139,NA,5.18390804597701,1,1.33333333333333,6.64354066985646,3.54545454545455,1.21428571428571,1.1025641025641,9.72173913043478,NA,1.21875,1.76602564102564,1.33846153846154,88.2857142857143,86.6,"M","Scotland","HE Qualification","60-70%","35-55",0,60,"N","Distinction",-72,NA,-72,NA
"315",506705,NA,NA,1.90909090909091,NA,2.5625,1.5,1,6.69387755102041,2.6,1,1.5,11.4634146341463,NA,1.125,1.48333333333333,2.2,87.8571428571429,79.6,"M","South West Region","A Level or Equivalent","80-90%","0-35",0,120,"N","Pass",-81,NA,-81,NA
"316",507311,NA,NA,2.61764705882353,NA,3.52941176470588,1,3,2.8,1,NA,NA,6.88888888888889,NA,1,1.5,1.25,NA,66,"M","South East Region","Lower Than A Level","10-20","0-35",0,120,"N","Fail",-93,NA,-93,NA
"317",507743,4.66666666666667,NA,2.02970297029703,2,3.51948051948052,1.0952380952381,1,7.46742209631728,1.75,1,1,9.26086956521739,NA,1.14634146341463,1.55384615384615,1.22222222222222,83.8571428571429,77.2,"M","South East Region","A Level or Equivalent","50-60%","0-35",0,120,"N","Pass",-24,NA,-24,NA
"318",507935,2.375,1.5,4.9708265802269,8,7.29577464788732,1.33333333333333,1,4.15625,3.15789473684211,1.5,1.11111111111111,9.58064516129032,NA,1.12903225806452,1.60135135135135,1.3953488372093,90.1428571428571,90.8,"M","South East Region","A Level or Equivalent","10-20","0-35",0,60,"Y","Distinction",-41,NA,-41,NA
"319",508626,12.3333333333333,2,2.84069097888676,1,6.4367816091954,1.42857142857143,1.40740740740741,6.23442136498516,3.4,1.22222222222222,1.13636363636364,7.67,NA,1.42268041237113,1.49606299212598,1.28333333333333,69,74,"M","London Region","Lower Than A Level","30-40%","35-55",0,60,"N","Pass",-46,NA,-46,NA
"320",509536,2.58333333333333,NA,2.56363636363636,NA,4.14851485148515,1,1.66666666666667,7.56875,3.09677419354839,1.125,1.28571428571429,9.43362831858407,NA,1.29268292682927,1.71331058020478,1.6078431372549,84.7142857142857,78.4,"M","East Midlands Region","Lower Than A Level","90-100%","35-55",0,60,"N","Pass",-154,NA,-154,NA
"321",511309,NA,NA,2.58558558558559,NA,3.30357142857143,1.5,NA,4.03448275862069,2,1,NA,13.734693877551,NA,2,1.96969696969697,1.08333333333333,63.7142857142857,61.8,"M","Wales","A Level or Equivalent","40-50%","0-35",1,60,"N","Pass",-25,NA,-25,NA
"322",511350,NA,NA,NA,NA,1.90909090909091,NA,NA,2.58823529411765,NA,NA,NA,NA,NA,2.11111111111111,1.26315789473684,NA,NA,44.6666666666667,"M","Yorkshire Region","Lower Than A Level","20-30%","0-35",1,90,"Y","Fail",-4,NA,-4,NA
"323",511981,NA,2,2.60913705583756,NA,2.92763157894737,1,1,3.45,1.66666666666667,1,2,13.0597014925373,NA,1.125,1.36170212765957,1.36363636363636,60,50.2,"M","South East Region","Lower Than A Level","10-20","0-35",0,90,"N","Pass",-155,NA,-155,NA
"324",512335,NA,NA,1.5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,"M","South West Region","A Level or Equivalent","70-80%","35-55",4,60,"N","Withdrawn",-46,12,-46,12
"325",513272,NA,NA,2.21428571428571,NA,3.625,NA,1.33333333333333,1.55555555555556,1,NA,1.5,1,NA,1.2,1.87878787878788,NA,NA,60,"F","North Western Region","Lower Than A Level","20-30%","0-35",1,60,"N","Fail",-77,NA,-77,NA
"326",513422,NA,1,3.23529411764706,NA,2.37254901960784,1,NA,2.33333333333333,2,1,NA,10.7558139534884,NA,1.61111111111111,1.88607594936709,2.13333333333333,67.4285714285714,76.2,"F","South East Region","A Level or Equivalent","30-40%","0-35",0,120,"N","Pass",-4,NA,-4,NA
"327",513428,NA,NA,2.67164179104478,8,3.14473684210526,NA,NA,4.23255813953488,NA,NA,NA,10.4444444444444,NA,1.38888888888889,1.84732824427481,2,74.4285714285714,91.6,"F","Wales","A Level or Equivalent","0-10%","0-35",2,90,"N","Pass",-14,NA,-14,NA
"328",514078,NA,NA,2.46666666666667,NA,3.94339622641509,1.25,1.5,6.34722222222222,4.45454545454545,1,1.10526315789474,19.9418604651163,NA,2.11111111111111,1.52739726027397,1.4,73.4285714285714,65.8,"M","North Western Region","Lower Than A Level","50-60%","0-35",0,60,"N","Pass",-38,NA,-38,NA
"329",514556,NA,1,3.92727272727273,3,3.51162790697674,1.5,1.5,4.9051094890511,3.44444444444444,1,1.42857142857143,9.125,NA,1.14285714285714,1.64601769911504,1.0625,NA,54,"F","East Midlands Region","A Level or Equivalent","20-30%","35-55",0,180,"N","Fail",-25,NA,-25,NA
"330",516602,NA,NA,3.77272727272727,NA,2.71929824561404,1.16666666666667,1.27272727272727,4.62105263157895,1,1,NA,13.4,NA,1.10526315789474,1.47297297297297,1.16666666666667,85.1428571428571,85.6,"M","North Region","HE Qualification","80-90%","0-35",0,60,"N","Distinction",-73,NA,-73,NA
"331",517551,1.5,NA,1.68,NA,3.43617021276596,1,4,7.07758620689655,NA,1,NA,14.0384615384615,NA,1.19047619047619,1.5607476635514,1.22222222222222,63.4285714285714,60.2,"M","North Region","A Level or Equivalent","70-80%","0-35",2,60,"N","Pass",-121,NA,-121,NA
"332",519115,5,NA,2.16216216216216,NA,3.12,1.5,1.5,3.93835616438356,NA,1.33333333333333,1,11.4444444444444,NA,1.64,1.8671875,1.14285714285714,62,69,"M","North Western Region","Lower Than A Level","70-80%","0-35",0,90,"N","Fail",-88,NA,-88,NA
"333",521032,NA,NA,3.7027027027027,NA,4.46428571428571,1.5,NA,2.61818181818182,1.5,1,NA,1,NA,1.1875,1.89230769230769,1,NA,66,"M","East Anglian Region","Lower Than A Level","30-40%","0-35",1,150,"N","Withdrawn",-92,12,-92,12
"334",521115,4,2,2.95212765957447,1,2.43502824858757,1.33333333333333,NA,4.8502994011976,1.93333333333333,1,1,7.38709677419355,NA,1.04166666666667,1.55737704918033,1.31395348837209,90.2857142857143,84.6,"M","North Western Region","HE Qualification","10-20","0-35",0,120,"N","Pass",-10,NA,-10,NA
"335",521153,NA,NA,5.28571428571429,NA,3,1.5,NA,2.23809523809524,NA,1,NA,NA,NA,1.11111111111111,2.61904761904762,1,NA,79,"M","Wales","Lower Than A Level","0-10%","0-35",0,60,"N","Fail",-35,NA,-35,NA
"336",521255,NA,NA,2,NA,2.77777777777778,NA,1,4.14912280701754,NA,1.42857142857143,NA,1.21052631578947,NA,1,1.47297297297297,1.14285714285714,NA,56.6,"M","London Region","Lower Than A Level","70-80%","0-35",2,60,"N","Fail",-23,NA,-23,NA
"337",521703,NA,NA,4.8695652173913,NA,4.88235294117647,1,2.5,4.09677419354839,1.5,NA,NA,10.4,NA,1.025,1.51851851851852,2,87.5,NA,"M","East Anglian Region","Lower Than A Level","60-70%","0-35",2,120,"N","Withdrawn",-113,12,-113,12
"338",522082,5.83333333333333,2,2.73913043478261,NA,3.392,1.2,NA,5.72307692307692,2.625,1,1.07142857142857,17.25,NA,1,1.44144144144144,1.21052631578947,78.8571428571429,70,"F","North Western Region","A Level or Equivalent","0-10%","35-55",1,60,"N","Pass",-45,NA,-45,NA
"339",523017,3,NA,2.98039215686275,13,3.37383177570093,2,NA,6.44155844155844,NA,NA,1.5,8.54471544715447,NA,1.29032258064516,2.26016260162602,1.36363636363636,82.1428571428571,74.6,"M","London Region","No Formal quals","20-30%","0-35",0,60,"N","Pass",-93,NA,-93,NA
"340",523249,NA,NA,2.28571428571429,NA,4.56451612903226,1.5,NA,4.86134453781513,NA,1.5,1.25,9.4390243902439,NA,1.15384615384615,1.78672985781991,1.07692307692308,83.1428571428571,85.6,"M","West Midlands Region","Lower Than A Level","60-70%","0-35",0,120,"N","Pass",-58,NA,-58,NA
"341",523589,NA,NA,5.66666666666667,NA,8.23076923076923,1.25,1.5,3.89655172413793,2.66666666666667,1,NA,10,NA,1.71875,2.2962962962963,1.16666666666667,93,NA,"M","London Region","A Level or Equivalent","20-30%","0-35",0,120,"Y","Withdrawn",-73,10,-73,10
"342",524827,NA,NA,2.09677419354839,NA,6.17241379310345,1,NA,3.95652173913043,2.21428571428571,1,NA,6.33333333333333,NA,1.07142857142857,1.7037037037037,1.16666666666667,NA,65,"M","North Western Region","Lower Than A Level","10-20","35-55",0,60,"N","Withdrawn",-70,51,-70,51
"343",526721,3.5,2,2.02884615384615,NA,3.73170731707317,1.66666666666667,1.6,5.77714285714286,1.73333333333333,1,1.17241379310345,10.2873563218391,NA,1.07407407407407,1.47643979057592,1.175,90.1428571428571,97.6,"M","West Midlands Region","A Level or Equivalent","20-30%","0-35",0,120,"N","Distinction",-102,NA,-102,NA
"344",526819,NA,NA,2.68,NA,2.07575757575758,NA,1,8.33689839572192,1,NA,NA,16.8372093023256,NA,1,1.53623188405797,1.23076923076923,73.5714285714286,49.4,"M","London Region","A Level or Equivalent","10-20","0-35",3,90,"N","Fail",-59,NA,-59,NA
"345",527619,NA,NA,1,NA,2.45454545454545,1.5,NA,8.2,NA,1,NA,NA,NA,1.33333333333333,1.57142857142857,1,NA,87,"M","Ireland","A Level or Equivalent","80-90%","0-35",1,90,"Y","Withdrawn",-155,72,-155,72
"346",529693,2.42857142857143,1,3.3974358974359,NA,4.4,1,5.5,7.69194312796209,2,2.33333333333333,1.66666666666667,19.3571428571429,NA,1.43333333333333,2.19178082191781,1.22222222222222,72.8571428571429,73.4,"M","Scotland","Lower Than A Level","30-40%","35-55",1,60,"N","Pass",-66,NA,-66,NA
"347",529991,NA,NA,3.86363636363636,NA,3.04166666666667,NA,3,3.9010989010989,1.5,NA,NA,8.34459459459459,NA,1.35714285714286,1.61818181818182,1.28571428571429,80.8571428571429,46,"M","South Region","Lower Than A Level","80-90%","35-55",4,60,"N","Pass",-7,NA,-7,NA
"348",530148,NA,NA,2.73076923076923,NA,3.3,1,1,3.89333333333333,NA,1,NA,16.3333333333333,NA,1.45454545454545,1.4578313253012,1.25,68.5714285714286,49.5,"M","Scotland","A Level or Equivalent","50-60%","0-35",1,60,"N","Withdrawn",-7,240,-7,240
"349",531018,2.33333333333333,NA,1.91847826086957,2,4.81208053691275,1.25,NA,6.3482428115016,5.08333333333333,1.4,1.15,9.02127659574468,NA,1.22222222222222,1.76691729323308,1.09090909090909,91.4285714285714,88.4,"F","Scotland","HE Qualification","20-30%","0-35",0,90,"N","Distinction",-92,NA,-92,NA
"350",531871,NA,NA,2.20689655172414,NA,4.03846153846154,1,1.71428571428571,6.70440251572327,2.375,1.33333333333333,NA,13.3076923076923,NA,1.07692307692308,1.63888888888889,1.41666666666667,84.6666666666667,74.8,"M","Wales","HE Qualification","40-50%","0-35",0,60,"N","Pass",-28,NA,-28,NA
"351",532254,NA,NA,4.40845070422535,NA,4.76,1.5,NA,10.6407766990291,NA,1,NA,29.6379310344828,NA,1.66666666666667,2.52671755725191,2,80.1428571428571,83.2,"M","North Western Region","A Level or Equivalent","30-40%","0-35",4,120,"N","Pass",-22,NA,-22,NA
"352",533418,3.85714285714286,1,2.53883495145631,NA,4.51428571428571,1.6,1,6.41176470588235,4.17391304347826,1,1.08333333333333,8.54411764705882,NA,1.40740740740741,1.43349753694581,1.45945945945946,90,88.6,"M","West Midlands Region","A Level or Equivalent","","35-55",0,60,"N","Distinction",-92,NA,-92,NA
"353",534018,NA,NA,3.54545454545455,NA,5.61904761904762,1,1,5.74074074074074,3.6,NA,NA,4.4,NA,1.375,1.80555555555556,1,NA,64,"M","East Anglian Region","Lower Than A Level","30-40%","0-35",0,120,"Y","Withdrawn",-109,33,-109,33
"354",534112,NA,NA,2.72164948453608,NA,5.25531914893617,1.16666666666667,1.83333333333333,3.3448275862069,1.5,1,NA,10.9130434782609,NA,1.24,1.59677419354839,1.16,81.5,83.25,"F","Wales","A Level or Equivalent","70-80%","35-55",0,60,"N","Withdrawn",-24,198,-24,198
"355",534457,5.66666666666667,NA,2,NA,5.02739726027397,1.2,1.25,5.79279279279279,2.42857142857143,1,NA,11.4857142857143,NA,1.54545454545455,2.07758620689655,1.61538461538462,68.1428571428571,63.8,"F","Scotland","HE Qualification","50-60%","0-35",0,60,"Y","Pass",-67,NA,-67,NA
"356",535542,NA,NA,3.425,NA,5.78260869565217,1.33333333333333,3,7.05263157894737,3.375,NA,1.5,5.14285714285714,NA,2.66666666666667,2.11111111111111,1,NA,64,"M","Scotland","Lower Than A Level","80-90%","0-35",0,150,"N","Withdrawn",-15,59,-15,59
"357",535671,3.44444444444444,NA,2.45454545454545,NA,3.33962264150943,NA,NA,7.71538461538462,2.33333333333333,1,1.09375,10.8378378378378,NA,1.36363636363636,1.82828282828283,1.42857142857143,85.5714285714286,81.6,"F","Scotland","HE Qualification","50-60%","0-35",1,90,"N","Pass",-141,NA,-141,NA
"358",535997,NA,NA,3.1,NA,2.44444444444444,1.25,2.33333333333333,3.86666666666667,1,1,NA,13.8529411764706,NA,1.45,1.93478260869565,1,57.25,45,"F","North Western Region","Lower Than A Level","70-80%","0-35",0,120,"N","Withdrawn",-57,163,-57,163
"359",536351,NA,NA,3.07575757575758,NA,3.69767441860465,1.66666666666667,1.4,6.36125654450262,2.2,1,1.2,9.0327868852459,NA,1.41818181818182,1.87719298245614,1.17391304347826,81.2857142857143,85,"M","South East Region","Lower Than A Level","50-60%","0-35",0,120,"N","Pass",-115,NA,-115,NA
"360",536475,NA,NA,3.52173913043478,NA,5.18181818181818,1,NA,12.719512195122,3.28571428571429,1,NA,13.02,NA,1.77777777777778,2.15294117647059,2.09090909090909,74.5714285714286,78,"M","Wales","HE Qualification","70-80%","35-55",0,60,"N","Fail",-16,NA,-16,NA
"361",536963,NA,NA,3.09677419354839,NA,4.02352941176471,2,2,4.53383458646617,3,1,NA,21.1058823529412,NA,1.5,1.60919540229885,1.38461538461538,69.5714285714286,88.2,"F","South Region","A Level or Equivalent","60-70%","35-55",0,180,"N","Pass",-17,NA,-17,NA
"362",537322,2.5,NA,2.01273885350318,NA,3.45394736842105,1,1.91666666666667,6.37704918032787,1.375,1,1.33333333333333,7.18181818181818,NA,1.16363636363636,1.51943462897526,1.7037037037037,86.4285714285714,77.2,"M","Scotland","A Level or Equivalent","70-80%","35-55",1,120,"N","Pass",-24,NA,-24,NA
"363",537606,NA,NA,2.57575757575758,NA,3.1304347826087,1.33333333333333,NA,2.39393939393939,NA,NA,NA,15.4,NA,1.375,1.75,1,96.5,74,"F","London Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Fail",-85,NA,-85,NA
"364",537811,4.2,1,4.1177370030581,NA,8.71428571428571,1,1.39285714285714,4.79347826086957,4.125,1,1.10526315789474,13.9037037037037,NA,1.07017543859649,1.6441717791411,1.31818181818182,100,97.4,"F","East Midlands Region","A Level or Equivalent","50-60%","0-35",0,120,"Y","Distinction",-53,NA,-53,NA
"365",539308,NA,NA,1.88607594936709,NA,2.97087378640777,2,NA,3.16447368421053,1,NA,NA,11.2588235294118,NA,1.04,1.40540540540541,1.6,48.4285714285714,54.4,"M","South Region","A Level or Equivalent","20-30%","0-35",1,90,"N","Fail",-15,NA,-15,NA
"366",539945,6.5,NA,2.69178082191781,NA,3.34831460674157,1,1.55555555555556,10.6107784431138,1.5,NA,1,17.9791666666667,NA,1.11111111111111,1.79746835443038,1.16666666666667,85.1428571428571,83.2,"F","South Region","A Level or Equivalent","90-100%","0-35",1,60,"N","Pass",-84,NA,-84,NA
"367",540723,3.09090909090909,1.25,3.4010152284264,NA,6.1125,1.66666666666667,2,6.68094218415418,1.4,1.16666666666667,1.25,15.0813953488372,NA,1.33823529411765,2.66573816155989,1.5,58.2857142857143,66.4,"M","West Midlands Region","Lower Than A Level","70-80%","35-55",1,60,"N","Pass",-45,NA,-45,NA
"368",541532,NA,NA,1.81132075471698,NA,3.42962962962963,1.5,NA,5.34666666666667,3.4,NA,2,16.9487179487179,NA,1.66666666666667,1.63218390804598,1.6,62,69.25,"F","North Region","HE Qualification","","0-35",0,330,"N","Withdrawn",-29,237,-29,237
"369",541921,5.625,1,2.88118811881188,NA,3.9041095890411,1.2,1.54545454545455,5.42995169082126,1.96774193548387,1.11111111111111,1.2,9.93137254901961,NA,2.07692307692308,1.63821138211382,1.125,75,80.8,"M","South East Region","HE Qualification","40-50%","35-55",1,120,"N","Pass",-49,NA,-49,NA
"370",542202,8,NA,2.27433628318584,NA,3.576,2,1.78260869565217,7.96989966555184,4.875,1,1.5,11.6153846153846,NA,1.18181818181818,1.825,1.22727272727273,74.5714285714286,76,"M","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Pass",-14,NA,-14,NA
"371",542550,NA,NA,2.85106382978723,NA,3.42307692307692,NA,1,8.19230769230769,6,NA,NA,15.5714285714286,NA,1.875,1.47619047619048,2,80,NA,"M","North Region","A Level or Equivalent","0-10%","35-55",2,120,"N","Withdrawn",-155,9,-155,9
"372",543010,1.25,1,2.27477477477477,NA,3.53435114503817,2,NA,7.6159169550173,3.71428571428571,NA,1.125,17.85,NA,1.425,1.45660377358491,1.3030303030303,61,51.4,"M","East Anglian Region","HE Qualification","30-40%","35-55",2,120,"N","Fail",-79,NA,-79,NA
"373",543432,NA,NA,2.82758620689655,NA,4.12765957446809,2.33333333333333,NA,6.63636363636364,2.75,1.5,1.5,9.95454545454546,NA,1.14634146341463,1.94666666666667,1.85714285714286,84.6666666666667,74.6666666666667,"M","South Region","A Level or Equivalent","10-20","0-35",0,120,"N","Withdrawn",-78,97,-78,97
"374",544141,NA,NA,6.47368421052632,NA,5.05882352941176,1.33333333333333,NA,13,10,NA,1.75,9.59259259259259,NA,1.55555555555556,3.08510638297872,1,63.5,47,"M","Ireland","A Level or Equivalent","50-60%","0-35",0,60,"N","Fail",-17,NA,-17,NA
"375",544745,NA,NA,3.90526315789474,NA,3.94029850746269,2,NA,6.11976047904192,1.5,1,1.5,14.6666666666667,NA,1.26315789473684,1.55833333333333,1.15384615384615,90,81.75,"M","South Region","A Level or Equivalent","30-40%","0-35",1,90,"N","Fail",-100,NA,-100,NA
"376",545164,4.66666666666667,NA,2.83969465648855,NA,4.83333333333333,1.6,1.14285714285714,4.5,1.4,NA,NA,10.2222222222222,NA,1.07407407407407,1.80097087378641,1.22222222222222,71.5,71.4,"M","South East Region","Lower Than A Level","10-20","0-35",1,60,"N","Pass",-154,NA,-154,NA
"377",545962,2.66666666666667,1.5,3.04580152671756,NA,7.04201680672269,2,1,6.27881040892193,5.33333333333333,1.2,1.26666666666667,9.41176470588235,NA,1.48888888888889,1.83928571428571,1.23076923076923,68.8571428571429,72.4,"F","East Anglian Region","HE Qualification","20-30%","35-55",0,90,"N","Pass",-149,NA,-149,NA
"378",546547,2.5,1,3.04545454545455,NA,6.72839506172839,1,NA,7.84563758389262,2.77777777777778,1.125,1.0625,9.40776699029126,NA,1.26666666666667,1.80861244019139,1.55,73,70,"F","Scotland","Lower Than A Level","20-30%","0-35",1,60,"N","Pass",-95,NA,-95,NA
"379",546645,NA,NA,2.06440677966102,NA,2.91082802547771,1.33333333333333,1.375,7.73809523809524,5.76923076923077,1,1.33333333333333,14.5915492957746,NA,1.09090909090909,1.23943661971831,1.15384615384615,78,81,"M","Wales","Lower Than A Level","10-20","0-35",1,60,"N","Pass",-52,NA,-52,NA
"380",547347,4.66666666666667,NA,2.53846153846154,NA,2.59493670886076,NA,2.8,4.90076335877863,1,NA,NA,13.6279069767442,NA,1.38095238095238,1.38461538461538,3.2,72.4285714285714,72.6,"M","London Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass",-28,NA,-28,NA
"381",549219,NA,NA,2.60625,NA,4.09243697478992,1,1.26666666666667,8.215,1.5,1,1,12.9883720930233,NA,1.09302325581395,1.5679012345679,1.29166666666667,66.1428571428571,84.6,"M","East Midlands Region","A Level or Equivalent","30-40%","0-35",1,60,"N","Pass",-67,NA,-67,NA
"382",549321,3.55555555555556,2,3.3013698630137,NA,3.63218390804598,1,1,6.49407114624506,2.14285714285714,1,1.13793103448276,10.2857142857143,NA,1.22916666666667,1.62015503875969,1.31818181818182,89.8571428571429,88.2,"M","North Western Region","HE Qualification","60-70%","0-35",0,90,"N","Distinction",-144,NA,-144,NA
"383",549523,NA,NA,3.62244897959184,NA,7.6969696969697,1,2,6.89411764705882,2.8,1,1.5,12.4202898550725,NA,1.75,2.31632653061224,1.2,75,74,"F","Ireland","A Level or Equivalent","0-10%","0-35",2,120,"Y","Fail",-29,NA,-29,NA
"384",549847,4.16666666666667,1.6,2.225,NA,4.21951219512195,1,NA,6.36643026004728,2.4,1.66666666666667,1.25,10.2857142857143,NA,1.37837837837838,1.80971659919028,1.56923076923077,75.2857142857143,79,"M","South East Region","Lower Than A Level","40-50%","0-35",0,90,"N","Pass",-31,NA,-31,NA
"385",550420,2.75,NA,2.39090909090909,NA,3.95789473684211,1.5,1,6.08032128514056,3.08333333333333,1.25,1.15789473684211,8.77941176470588,NA,2.3030303030303,1.98305084745763,1.22727272727273,91.5714285714286,88,"M","North Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Distinction",-52,NA,-52,NA
"386",550703,6.71428571428571,3,3.18260869565217,17.9090909090909,4.71681415929203,1.42857142857143,1,6.59036144578313,4.65,1.46153846153846,1.21621621621622,17.9230769230769,NA,1.1,2.10566037735849,1.53061224489796,93,87.8,"M","South Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Distinction",-134,NA,-134,NA
"387",552173,1.33333333333333,NA,5.79192546583851,NA,3.57837837837838,1,1.77777777777778,8.34099616858238,4,1.5,1.33333333333333,14.6538461538462,NA,1,1.50666666666667,1.38,66.8571428571429,61,"M","Scotland","Lower Than A Level","50-60%","0-35",0,60,"N","Pass",-106,NA,-106,NA
"388",553031,NA,NA,2.52941176470588,NA,4.4375,1,1,7.65277777777778,5.2,1,1.5,14.0701754385965,NA,1.76271186440678,1.54222222222222,1.38461538461538,75.5714285714286,82.6,"M","South Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Pass",-147,NA,-147,NA
"389",553284,NA,NA,2.33333333333333,NA,4.55555555555556,1.66666666666667,1.33333333333333,4.90909090909091,1.54545454545455,1,1,9.08854166666667,NA,1.14285714285714,1.72265625,1.41666666666667,85,92.8,"F","East Midlands Region","Lower Than A Level","90-100%","0-35",0,60,"N","Pass",-137,NA,-137,NA
